||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || Pad physical key || Pad physical key || DefaultKeyAssignPadKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || Pad physical key || Pad physical key || DefaultKeyAssignPadKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || PC physical key || PC physical key || DefaultKeyAssignPcKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || PC physical key || PC physical key || DefaultKeyAssignPcKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || PC physical key || PC physical key || DefaultKeyAssignPcKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
|| phyisicalKey || PC physical key || PC physical key || DefaultKeyAssignPcKey ||
|| traitsType || How to be pushed || How to be pushed || DefaultKeyAssignTraits ||
|| a2dOperator || Analog-to-digital conversion method || Analog-to-digital conversion method || DefaultKeyAssignA2DOperator ||
|| applyTarget || Applicable target || Reflection target || DefaultKeyAssignApplyTarget ||
|| isAnalog || Digital / analog || Digital or analog || DefaultKeyAssignDigitalAnalog ||
|| enableWin64 || Win64 || Will it be used in Win64? || BOOL_CIRCLECROSS_TYPE ||
|| enablePS4 || PS4 || Will it be used on PS4 || BOOL_CIRCLECROSS_TYPE ||
|| enableXboxOne || Xbox One || Will it be used on Xbox One || BOOL_CIRCLECROSS_TYPE ||
|| time1 || time || time || - ||
|| time2 || Interval time for repeat || Interval time for repeat || - ||
|| a2dThreshold || Analog-to-digital conversion threshold || Analog-to-digital conversion threshold || - ||
