||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| redSignLimitEventFlagId_3_targetFlagState || Flag state to limit || Flag state that limits "red sign limit event flag ID3" || ON_OFF ||
|| isAutoIntrudePoint || Is it automatic generation of intrusion points? || Is it an intrusion point automatic generation? If it is set to ○, the intrusion position is searched by the automatically generated logic for the intrusion point. || BOOL_CIRCLECROSS_TYPE ||
|| pad1 || pad1 ||  || - ||
|| pad2 || pad2 ||  || - ||
|| multiPlayHASHostLimitEventFlagId || Yellow robe's old man host restriction event flag || Yellow Coat Host Restriction Event Flag: When this flag is turned on, multiplayer as a host of Yellow Coat is prohibited. It is assumed that the block clear flag will be inserted. 0: No limit || - ||
|| otherMaxDistance || Other ghost invasion range upper limit || Other ghost invasion range upper limit. The intrusion position is searched for the intrusion points within the "other ghost invasion impossible distance" to the "other ghost invasion range upper limit" from the host position. || - ||
|| signPuddleOpenEventFlagId || Sign pool release event flag ID || Sign accumulation release event flag ID || - ||
|| areaNo || Map display_area number (mXX_00_00_00) || Area number (mXX_00_00_00). Data for specifying the display position in the map menu || - ||
|| gridXNo || Map display_grid X number (m00_XX_00_00) || Grid X number (m00_XX_00_00). Data for specifying the display position in the map menu || - ||
|| gridZNo || Map display_grid Z number (m00_00_XX_00) || Grid Z number (m00_00_XX_00). Data for specifying the display position in the map menu || - ||
|| pad4 || pad4 ||  || - ||
|| posX || _X coordinates for map display || X coordinates (relative coordinates from the specified map). Data for specifying the display position in the map menu || - ||
|| posY || _Y coordinates for map display || Y coordinates (relative coordinates from the specified map). Data for specifying the display position in the map menu. Not actually used, but keep XYZ aligned || - ||
|| posZ || _Z coordinates for map display || Z coordinates (relative coordinates from the specified map). Data for specifying the display position in the map menu || - ||
|| breakInLimitEventFlagId_1 || Intrusion restriction event flag ID1 || Intrusion restriction event flag ID1 || - ||
|| whiteSignLimitEventFlagId_1 || White sign limit event flag ID1 || White sign limit event flag ID1 || - ||
|| matchAreaSignCreateLimitEventFlagId || Sign accumulation registration restriction Event flag ID || Sign accumulation registration restriction Event flag ID (Flag ON: Sign accumulation registration is permitted Flag OFF: Sign accumulation registration is prohibited 0: Sign accumulation registration is always permitted) || - ||
|| signAimId_1 || Multipurpose ID 01 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_2 || Multipurpose ID 02 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_3 || Multipurpose ID 03 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_4 || Multipurpose ID 04 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_5 || Multipurpose ID 05 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_6 || Multipurpose ID 06 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_7 || Multipurpose ID 07 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| signAimId_8 || Multipurpose ID08 || Multi-purpose ID to be displayed in the list when setting the purpose || - ||
|| redSignLimitEventFlagId_1 || Red sign limit event flag ID1 || Red sign limit event flag ID1 || - ||
|| breakInLimitEventFlagId_2 || Intrusion restriction event flag ID2 || Intrusion restriction event flag ID2 || - ||
|| breakInLimitEventFlagId_3 || Intrusion restriction event flag ID3 || Intrusion restriction event flag ID3 || - ||
|| whiteSignLimitEventFlagId_2 || White sign limit event flag ID2 || White sign limit event flag ID2 || - ||
|| whiteSignLimitEventFlagId_3 || White sign limit event flag ID3 || White sign limit event flag ID3 || - ||
|| redSignLimitEventFlagId_2 || Red sign limit event flag ID2 || Red sign limit event flag ID2 || - ||
|| redSignLimitEventFlagId_3 || Red sign limit event flag ID3 || Red sign limit event flag ID3 || - ||
|| bossId_1 || Area boss ID01 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_2 || Area boss ID02 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_3 || Area boss ID03 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_4 || Area boss ID04 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_5 || Area Boss ID 05 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_6 || Area Boss ID 06 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_7 || Area Boss ID 07 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_8 || Area boss ID08 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_9 || Area Boss ID 09 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_10 || Area boss ID 10 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_11 || In-area boss ID 11 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_12 || In-area boss ID 12 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_13 || Area boss ID 13 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_14 || Area boss ID14 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_15 || Area boss ID15 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| bossId_16 || Area boss ID 16 || Area boss ID. It is used to select the target boss when "Is the intrusion point automatically generated?" Is ○. || - ||
|| mapMenuUnlockEventId || Map display_event flag ID || Map display_event flag ID (0: always displayed). Only when this event flag is set, it will be displayed in a lively manner in the map menu. || - ||
|| pad5 || pad5 ||  || - ||
