||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| forceDeceasedType || Forced overwriting of player appearance || A function that can force the appearance of a character to be alive / dead || SP_EFFECT_VFX_FORCE_DECEASED_TYPE ||
|| enchantStartDmyId_0 || Enchantment time root Damipoli ID_0 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_0 || Damipoli ID_0 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_1 || Enchantment time root Damipoli ID_1 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_1 || Damipoli ID_1 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_2 || Enchantment time root Damipoli ID_2 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_2 || Enchantment time sword tip Damipoli ID_2 || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_3 || Enchantment time root Damipoli ID_3 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_3 || Damipoli ID_3 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_4 || Enchantment time root Damipoli ID_4 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_4 || Damipoli ID_4 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_5 || Enchantment time root Damipoli ID_5 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_5 || Damipoli ID_5 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_6 || Enchantment time root Damipoli ID_6 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_6 || Damipoli ID_6 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| enchantStartDmyId_7 || Enchantment time root Damipoli ID_7 || Damipoli ID generated at the base of enchantment || - ||
|| enchantEndDmyId_7 || Damipoli ID_7 at the time of enchantment || Damipoli ID generated at the tip of the sword at the time of enchantment. -1 If specified, it will be automatically put out to the point where it is a serial number. || - ||
|| SfxIdOffsetType || SfxID offset type || SfxID offset type || SP_EFFECT_VFX_SFX_ID_OFFSET_TYPE ||
|| phantomParamOverwriteType || Forced specification of phantom parameters || Forced overwrite type of phantom parameters || SP_EFFECT_OVERWRITE_PHANTOM_PARAM_TYPE ||
|| camouflageMinAlpha || Minimum α value when hiding [%] || Minimum α value when hiding [%] || - ||
|| wetAspectType || Water wet effect || Generate a wet expression by referring to the wet parameter || SP_EFFECT_VFX_WET_ASPECT_TYPE ||
|| phantomParamOverwriteId || Phantom parameter overwrite ID || Forced Id of phantom parameter || - ||
|| materialParamId || Material extension parameter ID || ID0-99 are GS reservation IDs. If ID100 or later is specified, the material extension parameter is referenced (-1: invalid value). || - ||
|| materialParamInitValue || Initial values of material parameters || The value at the start of the fade of the material parameter. The target is specified by the material parameter ID. If the material parameter ID is -1, do nothing || - ||
|| materialParamTargetValue || Material parameter target value || The value at the end of the fade of the material parameter. The target is specified by the material parameter ID. If the material parameter ID is -1, do nothing || - ||
|| materialParamFadeTime || Fade time of material parameter values || Fade time for material parameter values. Gradually reach the target value over this time. If the material parameter ID is -1, do nothing || - ||
|| footDecalMaterialOffsetOverwriteId || Foot Decal Material Offset Forced Overwrite ID || Forcibly rewrite the floor material ID offset of the foot decal (-1 unused) || - ||
|| pad || Padding || Padding || - ||
