||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| canMountWep_SwordNormal || Straight sword || Can it be attached to "Weapon type: Straight sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SwordLarge || Large sword || Can it be attached to "Weapon Type: Large Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SwordGigantic || Oversized sword || Can it be attached to "Weapon Type: Oversized Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SaberNormal || Music sword || Can it be attached to "Weapon Type: Curly Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SaberLarge || Omagari sword || Can it be attached to "Weapon Type: Omagari Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_katana || sword || Can it be attached to "Weapon type: Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SwordDoubleEdge || Double-edged sword || Can it be attached to "Weapon type: Double-edged sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SwordPierce || Sword || Can it be attached to "Weapon type: Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_RapierHeavy || Large sword || Can it be attached to "Weapon Type: Large Sword"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_AxeNormal || axe || Can it be attached to "Weapon Type: Ax"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_AxeLarge || Large ax || Can it be attached to "Weapon Type: Large Ax"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_HammerNormal || Hammer || Can it be attached to "Weapon type: Hammer"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_HammerLarge || Gavel || Can it be attached to "Weapon Type: Gavel"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Flail || Frail || Can it be attached to "Weapon Type: Frail"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SpearNormal || spear || Can it be attached to "Weapon Type: Spear"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SpearLarge || Long spear || Can it be attached to "Weapon Type: Long Spear"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SpearHeavy || Large spear || Can it be attached to "Weapon Type: Large Spear"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_SpearAxe || Halberd || Can it be attached to "Weapon Type: Halberd"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Sickle || Sickle || Can it be attached to "Weapon type: Sickle"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Knuckle || fist || Can it be attached to "Weapon type: Fist"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Claw || nail || Can it be attached to "Weapon type: Claw"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Whip || Whip || Can it be attached to "Weapon type: Whip"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_AxhammerLarge || Oversized ax mallet || Can it be attached to "Weapon type: Oversized ax mallet"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_BowSmall || Small bow || Can it be attached to "Weapon type: Small bow"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_BowNormal || bow || Can it be attached to "Weapon Type: Bow"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_BowLarge || Large bow || Can it be attached to "Weapon Type: Large Bow"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_ClossBow || Crossbow || Can it be attached to "Weapon Type: Crossbow"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Ballista || Varistor || Can it be attached to "Weapon Type: Varistor"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Staff || Wand || Can it be attached to "Weapon type: Wand"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Sorcery || tattoo || Can it be attached to "Weapon type: Tattoo"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Talisman || Holy mark || Can it be attached to "Weapon Type: Holy Mark"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_ShieldSmall || Small shield || Can it be attached to "Weapon Type: Small Shield"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_ShieldNormal || Middle shield || Can it be attached to "Weapon Type: Middle Shield"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_ShieldLarge || Pavise || Can it be attached to "Weapon Type: Large Shield"? No input becomes x || EQUIP_BOOL ||
|| canMountWep_Torch || torch || Can it be attached to "Weapon type: Torch"? No input becomes x || EQUIP_BOOL ||
|| reserved_canMountWep || Reserved area (weapon type that can be installed) || Reserved area for each type of weapon that can be installed (64 bits in total) || - ||
|| reserved2_canMountWep || Reserved area (weapon type that can be installed) || Reserved area for each type of weapon that can be installed (64 bits in total) || - ||
|| spEffectMsgId0 || Effect text ID 00 || Effect text ID 00 (Gem_Effect). Magic stone effect text to display in status || - ||
|| spEffectMsgId1 || Effect text ID 01 || Effect text ID 01 (Gem_Effect). Magic stone effect text to display in status || - ||
|| spEffectId_forAtk0 || Special effect ID00 on attack hit || Special effect parameter ID for attack hit || - ||
|| spEffectId_forAtk1 || Special effect ID01 on attack hit || Special effect parameter ID for attack hit || - ||
|| spEffectId_forAtk2 || Special effect ID02 on attack hit || Special effect parameter ID for attack hit || - ||
|| mountWepTextId || Corresponding weapon type overwrite text ID || Corresponding Weapon Type Overwrite Text ID (-1: Do not overwrite) [Menu Text] || - ||
|| pad6 || pad6 ||  || - ||
