||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| worldMap_TravelMargin || Additional ban distance for traversal range [m] || Distance (m) that extends in four directions around the player. I decided to break through this range || - ||
|| systemAnnounceScrollBufferTime || Wait time before and after scrolling [sec] || The number of seconds to wait before and after scrolling through the long text of the operation announcement. For example, if it is 3 seconds, wait for a total of 6 seconds before and after. || - ||
|| systemAnnounceScrollSpeed || Scrolling speed [px / sec] || Scrolling speed (pixels / second) when scrolling long sentences in the operation announcement. It does not depend on the screen size. Think of the entire menu as 1920x1080 || - ||
|| systemAnnounceNoScrollWaitTime || Display time when not scrolling [sec] || The number of seconds to display when it is a short sentence that does not require scrolling of the operation announcement || - ||
|| systemAnnounceScrollCount || Number of scrolls || Number of times to repeat when scrolling long sentences of management announcement || - ||
|| reserved17 || reserve || (dummy8) || - ||
|| compassMemoDispDistance || Display distance_Memo marker [m] || Display distance [m] of the memo marker displayed on the compass. Anything closer than this distance will be displayed || - ||
|| compassBonfireDispDistance || Display distance_bonfire [m] || The display distance of the bonfire displayed on the compass [m]. Anything closer than this distance will be displayed || - ||
|| markerGoalThreshold || Goal judgment distance of destination marker [m] || Goal judgment distance [m] of the destination marker. The destination marker disappears when you get closer than this distance || - ||
|| svSliderStep || Saturation / brightness slider movement amount [% / sec] || Amount of movement of the saturation / brightness slider of the color control [% / sec]. Maximum amount to move in 1 second when each value is 0% to 100%. Since it is operated with an analog stick, it becomes a ratio by the input value. || - ||
|| preOpeningMovie_WaitSec || Weight before OP movie [sec] || Wait time before playing the OP movie. > SEQ 15261 || - ||
|| kgIconScale || Key guide icon scale [%] || The scale value of the key guide icon. 100% is the texture size as it is || - ||
|| kgIconScale_forTable || Scale of key guide icon for pad operation list [%] || Scale value of the key guide icon for the pad operation list. 100% is the texture size as it is || - ||
|| kgIconVspace_forTable || Vertical position of the key guide icon for the pad operation list || Vertical position of the key guide icon for the pad operation list (+: top,-: bottom) || - ||
|| kgIconScale_forConfig || Key guide icon scale for key config [%] || The scale value of the key guide icon for the key config. 100% is the texture size as it is || - ||
|| kgIconVspace_forConfig || Vertical position of the key guide icon for key config || Vertical position of key guide icon for key config (+: top,-: bottom) || - ||
|| worldMap_SearchRadius || Unsearched mask_Searched range [m] || Range [m] (radius) that makes unsearched masks searched. It is assumed that the circle centered on the player has been searched. || - ||
|| tutorialDisplayTime || Toast display time [sec] || Tutorial (toast notification) display time [sec]. It will be closed automatically after this time has passed || - ||
|| compassFriendHostInnerDistance || Display distance_Cooperation / Relief Guest side: Host || Display distance [m] of other players (friendly hosts) to be displayed on the compass. If you are more than this distance, it will be displayed on the compass. || - ||
|| compassEnemyHostInnerDistance || Display distance_hostile guest side: host || Display distance [m] of other players (enemy hosts) displayed on the compass. If you are more than this distance, it will be displayed on the compass. || - ||
|| compassFriendGuestInnerDistance || Display distance_host / cooperation / rescue Host side: cooperation / rescue guest || Display distance [m] of other players (friendly guests) to be displayed on the compass. If you are more than this distance, it will be displayed on the compass. || - ||
|| cutsceneKeyGuideAliveTime || Cutscene key guide display time [seconds] || The amount of time that the key guide will continue to be displayed after the cutscene skip has been pre-entered. Since skip input is accepted only while the key guide is displayed, it can be said that it is the skip input acceptance time. || - ||
|| autoHideHpThresholdRatio || HP gauge: Percentage always displayed [%] || [HUD: Auto setting] HP ratio. If the HP ratio is below this value, the HP gauge will always be displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| autoHideHpThresholdValue || HP gauge: Current value always displayed || [HUD: Auto setting] HP current value. If the current HP value is less than or equal to this value, the HP gauge will always be displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| autoHideMpThresholdRatio || MP gauge: Percentage to always display [%] || [HUD: Auto setting] MP ratio. If the MP ratio is below this value, the MP gauge is always displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| autoHideMpThresholdValue || MP gauge: Current value always displayed || [HUD: Auto setting] MP current value. If the current MP value is less than or equal to this value, the MP gauge is always displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| autoHideSpThresholdRatio || SP gauge: Percentage to always display [%] || [HUD: Auto setting] SP ratio. If the SP ratio is less than or equal to this value, the SP gauge is always displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| autoHideSpThresholdValue || SP gauge: Current value always displayed || [HUD: Auto setting] SP current value. If the current SP value is less than or equal to this value, the SP gauge is always displayed. Percentage and current value are OR conditions (displayed if either is satisfied) || - ||
|| worldMapZoomAnimationTime || Zoom animation time [seconds] || World map: Time to zoom animation [seconds] || - ||
|| worldMapIconScaleMin || Minimum icon display magnification || World map: Display magnification of the map point icon at zoom step 0 (0.0 to 1.0). 1x (1.0) at zoom step 2. From there, the icon magnification is also interpolated according to the enlargement ratio. || - ||
|| worldMap_TravelMargin_Point || Map point unit Additional ban distance when the ban is lifted [m] || World map: Additional ban distance [m] when the ban is lifted in map point units. When the ban on map points such as the distant view stand is lifted, the ban on the traversal range will be lifted. Distance to be additionally extended in 4 directions around the map point || - ||
|| enemyTagSafeLeft || Displayable area (far left) || How far can the center coordinates of the enemy HP gauge go to the left end? Since it is the center coordinate, the size of the gauge body is included. || - ||
|| enemyTagSafeRight || Displayable area (right end) || How far can the center coordinates of the enemy HP gauge go to the right end? Since it is the center coordinate, the size of the gauge body is included. || - ||
|| enemyTagSafeTop || Displayable area (top) || How far can the center coordinates of the enemy HP gauge go to the upper end? Since it is the center coordinate, the size of the gauge body is included. || - ||
|| enemyTagSafeBottom || Displayable area (bottom) || How far can the center coordinates of the enemy HP gauge go to the lower end? Since it is the center coordinate, the size of the gauge body is included. || - ||
|| pcHorseHpRecoverDispThreshold || Display recovery amount threshold || Threshold for displaying the PC horse HP gauge at the time of recovery. "Constant value" of "Display HP bar when it increases more than a certain value at a time" || - ||
|| reserved33 || reserve || (dummy8) || - ||
