||~ Field ||~ DisplayName ||~ Description ||~ Enum ||~
|| textEnableFlagId6 || Occurrence event flag ID || Display text Event flag ID. Display if the event flag is On. If the event flag ID (5) is invalid, it will be treated as On. || - ||
|| textDisableFlagId6 || Hidden event flag ID || Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (5) is invalid, it will be treated as Off. || - ||
|| textId7 || Text ID || The text ID to display. If it is an invalid value (-7), nothing is displayed. || - ||
|| textEnableFlagId7 || Occurrence event flag ID || Display text Event flag ID. Display if the event flag is On. If the event flag ID (6) is invalid, it will be treated as On. || - ||
|| textDisableFlagId7 || Hidden event flag ID || Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (6) is invalid, it will be treated as Off. || - ||
|| textId8 || Text ID || The text ID to display. If it is an invalid value (-8), nothing is displayed. || - ||
|| textEnableFlagId8 || Occurrence event flag ID || Display text Event flag ID. Display if the event flag is On. If the event flag ID (7) is invalid, it will be treated as On. || - ||
|| textDisableFlagId8 || Hidden event flag ID || Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (7) is invalid, it will be treated as Off. || - ||
|| textType1 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType2 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType3 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType4 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType5 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType6 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType7 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| textType8 || Text type || Text type (place name, NPC name, ...) || WORLD_MAP_POINT_TEXT_TYPE ||
|| distViewId || Distance stand ID0 || Distance stand ID || - ||
|| posX_forDistViewMark || Distance viewing marker overwrite _X coordinates || X coordinate || - ||
|| posY_forDistViewMark || Distance viewing mark overwrite Y coordinate || Y coordinate || - ||
|| posZ_forDistViewMark || Distant mark overwrite Z coordinate || Z coordinate || - ||
|| distViewId1 || Distance stand ID1 || Distance stand ID || - ||
|| distViewId2 || Distance stand ID2 || Distance stand ID || - ||
|| distViewId3 || Distance stand ID3 || Distance stand ID || - ||
|| dispMinZoomStep || Display zoom step || Zoom step to display map points (0 when zoomed out most, +1 for each zoom). Displayed when "<< Display zoom step >> ≤ Current zoom step". Default is 0 (always displayed) || - ||
|| selectMinZoomStep || Selectable zoom steps || Zoom step where map points can be selected (0 when zoomed out most, +1 for each zoom). Selectable when "<< Selectable zoom step >> ≤ Current enlargement stage". Default is 0 (always selectable) || - ||
|| entryFEType || Admission display format || Admission display format. Map points to be displayed at the time of admission Types of admission FE || WORLD_MAP_ENTRY_FE_TYPE ||
|| pad4 || pad || pad3 || - ||
|| unkC0 || unkC0 ||  || - ||
|| unkC4 || unkC4 ||  || - ||
|| unkC8 || unkC8 ||  || - ||
|| unkCC || unkCC ||  || - ||
|| unkD0 || unkD0 ||  || - ||
|| unkD4 || unkD4 ||  || - ||
|| unkD8 || unkD8 ||  || - ||
|| unkDC || unkDC ||  || - ||
|| unkE0 || unkE0 ||  || - ||
|| unkE4 || unkE4 ||  || - ||
|| unkE8 || unkE8 ||  || - ||
|| unkEC || unkEC ||  || - ||
|| unkF0 || unkF0 ||  || - ||
|| unkF4 || unkF4 ||  || - ||
|| unkF8 || unkF8 ||  || - ||
|| unkFC || unkFC ||  || - ||
