DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Model 1_Left hand Adsorption Damipoly with both hands,Model 1 adsorption Damipoli when holding a left-handed weapon with both hands.,-1,31999,203,s16,1,%d,s16,Wrap
Model 2_Left hand Adsorption Damipoly with both hands,Model 2 adsorption Damipoli when holding a left-handed weapon with both hands.,-1,31999,303,s16,1,%d,s16,Wrap
Model 3_ Left hand adsorption Damipoly with both hands,Model 3 adsorption Damipoli when holding a left-handed weapon with both hands.,-1,31999,403,s16,1,%d,s16,Wrap
Model 0_Right hand display position,Model 0_ Right-hand display position (used to specify hidden position from TAE),0,255,1100,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 0_left hand display position,Model 0_Left hand display position (used to specify hidden position from TAE),0,255,1101,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 0_Right hand Display position with both hands,Model 0_Right-handed two-handed display position (used to specify hidden position from TAE),0,255,1102,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 0_ Left hand Display position with both hands,Model 0_ Left-handed two-handed display position (used to specify hidden position from TAE),0,255,1103,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 0_ Right hand display position when sword is delivered,Model 0_ Right-handed sword display position (used to specify the non-display position from TAE),0,255,1110,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 0_ Display position when delivering the left hand sword,Model 0_ Left hand sword display position (used to specify the non-display position from TAE),0,255,1111,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_Right hand display position,Model 1_ Right-hand display position (used to specify hidden position from TAE),0,255,1200,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_left hand display position,Model 1_Left hand display position (used to specify hidden position from TAE),0,255,1201,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_Right hand Display position with both hands,Model 1_Right-handed two-handed display position (used to specify hidden position from TAE),0,255,1202,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_ Left hand Display position with both hands,Model 1_ Left-handed two-handed display position (used to specify hidden position from TAE),0,255,1203,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_ Right hand display position when sword is delivered,Model 1_ Right-handed sword display position (used to specify the non-display position from TAE),0,255,1210,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 1_ Display position when delivering the left hand sword,Model 1_ Left hand sword display position (used to specify the non-display position from TAE),0,255,1211,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_Right hand display position,Model 2_ Right-hand display position (used to specify hidden position from TAE),0,255,1300,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_left hand display position,Model 2_Left hand display position (used to specify hidden position from TAE),0,255,1301,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_Right hand Display position with both hands,Model 2_Right-handed two-handed display position (used to specify hidden position from TAE),0,255,1302,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_ Left hand Display position with both hands,Model 2_ Left-handed two-handed display position (used to specify hidden position from TAE),0,255,1303,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_ Right hand display position when sword is delivered,Model 2_Right-handed sword display position (used to specify the non-display position from TAE),0,255,1310,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 2_ Display position when delivering the left hand sword,Model 2_ Left hand sword display position (used to specify the non-display position from TAE),0,255,1311,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_ Right hand display position,Model 3_ Right-hand display position (used to specify hidden position from TAE),0,255,1400,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_left hand display position,Model 3_Left hand display position (used to specify hidden position from TAE),0,255,1401,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_Right hand display position with both hands,Model 3_Right-handed two-handed display position (used to specify hidden position from TAE),0,255,1402,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_ Left hand Display position with both hands,Model 3_ Left-handed two-handed display position (used to specify hidden position from TAE),0,255,1403,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_ Right hand display position when sword is delivered,Model 3_Right-handed sword display position (used to specify the non-display position from TAE),0,255,1410,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Model 3_ Display position when delivering the left hand sword,Model 3_ Left hand sword display position (used to specify the non-display position from TAE),0,255,1411,u8,1,%d,WEP_DISP_POS_TYPE,Wrap
Reserved area,,,,1504,dummy8,,,dummy8,None
