DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Text ID,The text ID to display. If the value is invalid (-1), nothing is displayed.,-1,99999999,210,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (0) is invalid, it will be treated as On.,0,-294967297,215,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (0) is invalid, it will be treated as Off.,0,-294967297,216,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-2), nothing is displayed.,-1,99999999,220,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (1) is invalid, it will be treated as On.,0,-294967297,225,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (1) is invalid, it will be treated as Off.,0,-294967297,226,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-3), nothing is displayed.,-1,99999999,230,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (2) is invalid, it will be treated as On.,0,-294967297,235,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (2) is invalid, it will be treated as Off.,0,-294967297,236,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-4), nothing is displayed.,-1,99999999,240,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (3) is invalid, it will be treated as On.,0,-294967297,245,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (3) is invalid, it will be treated as Off.,0,-294967297,246,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-5), nothing is displayed.,-1,99999999,250,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (4) is invalid, it will be treated as On.,0,-294967297,255,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (4) is invalid, it will be treated as Off.,0,-294967297,256,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-6), nothing is displayed.,-1,99999999,260,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (5) is invalid, it will be treated as On.,0,-294967297,265,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (5) is invalid, it will be treated as Off.,0,-294967297,266,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-7), nothing is displayed.,-1,99999999,270,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (6) is invalid, it will be treated as On.,0,-294967297,275,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (6) is invalid, it will be treated as Off.,0,-294967297,276,u32,1,%u,u32,Wrap
Text ID,The text ID to display. If it is an invalid value (-8), nothing is displayed.,-1,99999999,280,s32,1,%d,s32,Wrap
Occurrence event flag ID,Display text Event flag ID. Display if the event flag is On. If the event flag ID (7) is invalid, it will be treated as On.,0,-294967297,285,u32,1,%u,u32,Wrap
Hidden event flag ID,Hidden event flag ID of the text. If the event flag is On, it will not be displayed. It takes precedence over the display event flag ID. If the event flag ID (7) is invalid, it will be treated as Off.,0,-294967297,286,u32,1,%u,u32,Wrap
Text type,Text type (place name, NPC name, ...),0,255,211,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,221,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,231,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,241,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,251,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,261,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,271,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Text type,Text type (place name, NPC name, ...),0,255,281,u8,1,%u,WORLD_MAP_POINT_TEXT_TYPE,Wrap
Distance stand ID0,Distance stand ID,-1,99999999,2000,s32,1,%d,s32,Wrap
Distance viewing marker overwrite _X coordinates,X coordinate,-20000,20000,2700,f32,0.01,%f,f32,Wrap
Distance viewing mark overwrite Y coordinate,Y coordinate,-20000,20000,2800,f32,0.01,%f,f32,Wrap
Distant mark overwrite Z coordinate,Z coordinate,-20000,20000,2900,f32,0.01,%f,f32,Wrap
Distance stand ID1,Distance stand ID,-1,99999999,2010,s32,1,%d,s32,Wrap
Distance stand ID2,Distance stand ID,-1,99999999,2020,s32,1,%d,s32,Wrap
Distance stand ID3,Distance stand ID,-1,99999999,2030,s32,1,%d,s32,Wrap
Display zoom step,Zoom step to display map points (0 when zoomed out most, +1 for each zoom). Displayed when "<< Display zoom step >> ≤ Current zoom step". Default is 0 (always displayed),0,128,900,u8,1,%d,u8,Wrap
Selectable zoom steps,Zoom step where map points can be selected (0 when zoomed out most, +1 for each zoom). Selectable when "<< Selectable zoom step >> ≤ Current enlargement stage". Default is 0 (always selectable),0,128,910,u8,1,%d,u8,Wrap
Admission display format,Admission display format. Map points to be displayed at the time of admission Types of admission FE,0,1,1900,u8,1,%u,WORLD_MAP_ENTRY_FE_TYPE,Wrap
pad,pad3,,,2907,dummy8,,,dummy8,None
unkC0,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkC4,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkC8,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkCC,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkD0,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkD4,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkD8,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkDC,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkE0,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkE4,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkE8,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkEC,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkF0,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkF4,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkF8,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
unkFC,,-2147483648,2147483647,0,s32,1,%d,s32,Wrap
