DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
Yellow Cloth HP Est Bottle Correction Magnification,Yellow Cloth HP Est Bottle Correction Magnification,0,100,5300,f32,0.01,%f,f32,None
Yellow Cloth HP Est Bottle Offset,Yellow Cloth HP Est Bottle Offset,-100000,100000,5400,s32,1,%d,s32,None
Yellow Cloth MP Est Bottle Correction Magnification,Yellow Cloth MP Est Bottle Correction Magnification,0,100,5500,f32,0.01,%f,f32,None
Yellow Cloth MP Est Bottle Offset,Yellow Cloth MP Est Bottle Offset,-100000,100000,5600,s32,1,%d,s32,None
Enemy resistance value recovery amount_sleep [point / s],Enemy resistance value recovery amount_sleep [point / s],0,999.99,4550,f32,0.01,%f,f32,None
Enemy resistance value recovery amount_madness [point / s],Enemy resistance value recovery amount_madness [point / s],0,999.99,4560,f32,0.01,%f,f32,None
Abnormal condition_immediate death_immediate death Item ID,Abnormal condition_immediate death_immediate death Item ID,-1,999999999,7100,s32,1,%d,s32,None
Abnormal condition_immediate death_maximum number of instant death items,Abnormal condition_immediate death_maximum number of instant death items,0,99,7200,u8,1,%u,u8,None
reserve,(dummy8),,,8036,dummy8,,,dummy8,None
Abnormal condition_Instant death_Instant death Item possession Special effect base ID,Abnormal condition_Instant death_Instant death Item possession Special effect base ID,-1,999999999,7300,s32,1,%d,s32,None
Abnormal condition_immediate death_immediate death item lottery ID_for map,Abnormal condition_immediate death_immediate death item lottery ID_for map,-1,999999999,7400,s32,1,%d,s32,None
reserve,(dummy8),,,8037,dummy8,,,dummy8,None
