DisplayName,Description,Minimum,Maximum,SortID,DisplayType,Increment,DisplayFormat,InternalType,EditFlags
SFX identifier: 46,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,47,u32,1,%d,u32,Wrap
SFX identifier: 47,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,48,u32,1,%d,u32,Wrap
SFX identifier: 48,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,49,u32,1,%d,u32,Wrap
SFX identifier: 49,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,50,u32,1,%d,u32,Wrap
SFX identifier: 50,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,51,u32,1,%d,u32,Wrap
SFX identifier: 51,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,52,u32,1,%d,u32,Wrap
SFX identifier: 52,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,53,u32,1,%d,u32,Wrap
SFX identifier: 53,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,54,u32,1,%d,u32,Wrap
SFX identifier: 54,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,55,u32,1,%d,u32,Wrap
SFX identifier: 55,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,56,u32,1,%d,u32,Wrap
SFX identifier: 56,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,57,u32,1,%d,u32,Wrap
SFX identifier: 57,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,58,u32,1,%d,u32,Wrap
SFX identifier: 58,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,59,u32,1,%d,u32,Wrap
SFX identifier: 59,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,60,u32,1,%d,u32,Wrap
SFX identifier: 60,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,61,u32,1,%d,u32,Wrap
SFX identifier: 61,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,62,u32,1,%d,u32,Wrap
SFX identifier: 62,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,63,u32,1,%d,u32,Wrap
SFX identifier: 63,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,64,u32,1,%d,u32,Wrap
SFX identifier: 64,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,65,u32,1,%d,u32,Wrap
SFX identifier: 65,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,66,u32,1,%d,u32,Wrap
SFX identifier: 66,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,67,u32,1,%d,u32,Wrap
SFX identifier: 67,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,68,u32,1,%d,u32,Wrap
SFX identifier: 68,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,69,u32,1,%d,u32,Wrap
SFX identifier: 69,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,70,u32,1,%d,u32,Wrap
SFX identifier: 70,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,71,u32,1,%d,u32,Wrap
SFX identifier: 71,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,72,u32,1,%d,u32,Wrap
SFX identifier: 72,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,73,u32,1,%d,u32,Wrap
SFX identifier: 73,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,74,u32,1,%d,u32,Wrap
SFX identifier: 74,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,75,u32,1,%d,u32,Wrap
SFX identifier: 75,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,76,u32,1,%d,u32,Wrap
SFX identifier: 76,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,77,u32,1,%d,u32,Wrap
SFX identifier: 77,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,78,u32,1,%d,u32,Wrap
SFX identifier: 78,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,79,u32,1,%d,u32,Wrap
SFX identifier: 79,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,80,u32,1,%d,u32,Wrap
SFX identifier: 80,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,81,u32,1,%d,u32,Wrap
SFX identifier: 81,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,82,u32,1,%d,u32,Wrap
SFX identifier: 82,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,83,u32,1,%d,u32,Wrap
SFX identifier: 83,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,84,u32,1,%d,u32,Wrap
SFX identifier: 84,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,85,u32,1,%d,u32,Wrap
SFX identifier: 85,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,86,u32,1,%d,u32,Wrap
SFX identifier: 86,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,87,u32,1,%d,u32,Wrap
SFX identifier: 87,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,88,u32,1,%d,u32,Wrap
SFX identifier: 88,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,89,u32,1,%d,u32,Wrap
SFX identifier: 89,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,90,u32,1,%d,u32,Wrap
SFX identifier: 90,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,91,u32,1,%d,u32,Wrap
SFX identifier: 91,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,92,u32,1,%d,u32,Wrap
SFX identifier: 92,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,93,u32,1,%d,u32,Wrap
SFX identifier: 93,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,94,u32,1,%d,u32,Wrap
SFX identifier: 94,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,95,u32,1,%d,u32,Wrap
SFX identifier: 95,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,96,u32,1,%d,u32,Wrap
SFX identifier: 96,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,97,u32,1,%d,u32,Wrap
SFX identifier: 97,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,98,u32,1,%d,u32,Wrap
SFX identifier: 98,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,99,u32,1,%d,u32,Wrap
SFX identifier: 99,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,100,u32,1,%d,u32,Wrap
SFX identifier: 100,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,101,u32,1,%d,u32,Wrap
SFX identifier: 101,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,102,u32,1,%d,u32,Wrap
SFX identifier: 102,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,103,u32,1,%d,u32,Wrap
SFX identifier: 103,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,104,u32,1,%d,u32,Wrap
SFX identifier: 104,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,105,u32,1,%d,u32,Wrap
SFX identifier: 105,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,106,u32,1,%d,u32,Wrap
SFX identifier: 106,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,107,u32,1,%d,u32,Wrap
SFX identifier: 107,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,108,u32,1,%d,u32,Wrap
SFX identifier: 108,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,109,u32,1,%d,u32,Wrap
SFX identifier: 109,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,110,u32,1,%d,u32,Wrap
SFX identifier: 110,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,111,u32,1,%d,u32,Wrap
SFX identifier: 111,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,112,u32,1,%d,u32,Wrap
SFX identifier: 112,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,113,u32,1,%d,u32,Wrap
SFX identifier: 113,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,114,u32,1,%d,u32,Wrap
SFX identifier: 114,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,115,u32,1,%d,u32,Wrap
SFX identifier: 115,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,116,u32,1,%d,u32,Wrap
SFX identifier: 116,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,117,u32,1,%d,u32,Wrap
SFX identifier: 117,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,118,u32,1,%d,u32,Wrap
SFX identifier: 118,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,119,u32,1,%d,u32,Wrap
SFX identifier: 119,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,120,u32,1,%d,u32,Wrap
SFX identifier: 120,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,121,u32,1,%d,u32,Wrap
SFX identifier: 121,Numerical value entered in the "Foot effect identifier" item of the NPC parameter, numerical value entered in the "Additional foot effect identifier" item of the special effect parameter, SFX identifier set in the TAE action "Foot effect",0,999999999,122,u32,1,%d,u32,Wrap
